Product Name,Brand,Price,Discount,Link,Image
Professional,Whitewash,112.0,-15.0,https://www.notino.cz/whitewash/professional-belici-zubni-pasta-s-casteckami-stribra/,https://cdn.notinoimg.com/list_2k//whitewash/5060249420002_01-o__151013.jpg
24 h Caries Protection,Signal,149.33,-20.0,https://www.notino.cz/signal/24-h-caries-protection-zubni-pasta-chranici-pred-zubnim-kazem/,https://cdn.notinoimg.com/list_2k//signal/8710522427323_01-o__221114.jpg
Sensitive Professional Repair & Prevent,Elmex,99.0,-20.0,https://www.notino.cz/elmex/sensitive-professional-repair-prevent-zubni-pasta-pro-citlive-zuby-525836/,https://cdn.notinoimg.com/list_2k//elmex/8718951193765_01-o__190409.jpg
Toothpaste,Jack N’ Jill,99.0,-15.0,https://www.notino.cz/jack-n-jill/toothpaste-prirodni-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//jack-n-jill/9312657108031_01__210924.jpg
Paw Patrol Toothpaste,Nickelodeon,30.0,0,https://www.notino.cz/ep-line/paw-patrol-zubni-pasta-pro-deti-s-jahodovou-prichuti/,https://cdn.notinoimg.com/list_2k//ep-line/8412428011124_01-o__210413.jpg
ADS Protective,Curasept,60.0,0,https://www.notino.cz/curasept/ads-protective-pasta-proti-zubnimu-plaku-a-pro-zdrave-dasne/,https://cdn.notinoimg.com/list_2k//curasept/8056746070250_01-o__220203.jpg
Pro White,Biorepair,79.0,0,https://www.notino.cz/biorepair/whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//biorepair/brpwhiw_ktps45__130828.jpg
Gum Protection Fresh Breath,Meridol,105.33,0,https://www.notino.cz/meridol/dental-care-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//meridol/8718951455528_01-o__230807.jpg
Pro Advanced Sensitivity&Gum Calm,Oral B,58.0,0,https://www.notino.cz/oral-b/professional-sensitivity-gum-calm-gentle-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//oral-b/8001841520285_01-o__220701.jpg
Pronamel Junior,Sensodyne,116.0,0,https://www.notino.cz/sensodyne/pro-namel-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//sensodyne/8590335006812_01-o__140401.jpg
Protect 7 Crystal White,Blend-a-med,166.0,0,https://www.notino.cz/blend-a-med/protect-7-crystal-white-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540390917_01-o__220816.jpg
Professional Gum Intensive Care & Bacteria Guard,Oral B,132.8,0,https://www.notino.cz/oral-b/professional-gum-intensive-care-bacteria-guard-bylinna-zubni-pasta/,https://cdn.notinoimg.com/list_2k//oral-b/8001841182674_01-o__220701.jpg
Complete Protection Whitening,Sensodyne,26.0,0,https://www.notino.cz/sensodyne/complete-protection-whitening-belici-zubni-pasta-5023271/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563119698_01-o__220920.jpg
Fluoride Free,Blue M,34.67,0,https://www.notino.cz/blue-m/fluoride-free-zubni-pasta-bez-fluoridu/,https://cdn.notinoimg.com/list_2k//bluem/705105335056_01-o__211111.jpg
White Now,Signal,80.0,-15.0,https://www.notino.cz/signal/white-now-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//signal/8717644461068_01-o__230106.jpg
Toothpaste Spearmint,BEN&ANNA,106.67,-15.0,https://www.notino.cz/benanna/toothpaste-spearmint-prirodni-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//benanna/4260491223050_01-o__230331.jpg
Dentica Ultra White,Tołpa,102.0,-15.0,https://www.notino.cz/tolpa/dentica-ultra-white-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//tolpa/5902719419249_01-o__210414.jpg
Perio Plus+ Support 0.09 CHX,Curaprox,136.0,-15.0,https://www.notino.cz/curaprox/perio-plus-support-009-chx-zubni-pasta-proti-krvaceni-dasni-a-parodontoze/,https://cdn.notinoimg.com/list_2k//curaprox/7612412427288_01-o__191204.jpg
Travel Dental Set,Minions,34.0,-15.0,https://www.notino.cz/minions/travel-dental-set-sada-zubni-pece-3ypro-deti/,https://cdn.notinoimg.com/list_2k//minions/8032979437633_01-o__220902.jpg
Aktiv,Lacalut,34.0,-20.0,https://www.notino.cz/lacalut/aktiv-zubni-pasta-proti-parodontoze/,https://cdn.notinoimg.com/list_2k//lacalut/4010439200861_02__131023.jpg
Protect 7 Extra Fresh,Blend-a-med,226.0,-15.0,https://www.notino.cz/blend-a-med/protect-7-extra-fresh-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//blend-a-med/8001090717757_01-o__230221.jpg
System PAP Whitening,White Pearl,301.33,-20.0,https://www.notino.cz/white-pearl/system-pap-whitening-belici-gel/,https://cdn.notinoimg.com/list_2k//white-pearl/8594069333213_01-o__221116.jpg
Sensitive Plus Complete Protection,Elmex,158.0,-15.0,https://www.notino.cz/elmex/sensitive-plus-complete-protection-posilujici-zubni-pasta-6058209/,https://cdn.notinoimg.com/list_2k//elmex/8718951501904_01-o__220627.jpg
NanoCare Whitening,White Pearl,158.0,0,https://www.notino.cz/white-pearl/nanocare-whitening-zubni-pasta-s-nanocasticemi-stribra-proti-skvrnam-na-zubni-sklovine/,https://cdn.notinoimg.com/list_2k//white-pearl/whpnaww_ktps10_01__160520.jpg
White Now Detox Coconut,Signal,90.0,0,https://www.notino.cz/signal/white-now-detox-coconut-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//signal/8710604754248_01-o__200217.jpg
Smokers Formula,White Glo,120.0,0,https://www.notino.cz/white-glo/smokers-formula-kosmeticka-sada-i/,https://cdn.notinoimg.com/list_2k//white-glo/whgsmow_kset10_01__151016.jpg
Carbon+ Toothpaste,WOOM,33.0,0,https://www.notino.cz/woom/carbon-toothpaste-cerna-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woom/8420075180322_01-o__220629.jpg
4x4 Test The Best,Swissdent,44.0,0,https://www.notino.cz/swissdent/4x4-test-the-best-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190419_01-o__220829.jpg
The Mints Ginger,Marvis,945.0,0,https://www.notino.cz/marvis/ginger-mint-zubni-pasta/,https://cdn.notinoimg.com/list_2k//marvis/8004395111732_01-o__171120.jpg
Caries Protection,Elmex,1181.25,0,https://www.notino.cz/elmex/caries-protection-zubni-pasta-bez-mentolu/,https://cdn.notinoimg.com/list_2k//elmex/4007965015557_01-o__221128.jpg
Kids Cookies 'n' Vanilla Ice Cream,Ziaja,176.0,0,https://www.notino.cz/ziaja/kids-cookiesn-vanilla-ice-cream-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//ziaja/5901887028055_01-o__150622.jpg
Enamel Regeneration,Oral B,234.67,0,https://www.notino.cz/oral-b/professional-regenerate-enamel-daily-protection-zubni-pasta-pro-posileni-zubni-skloviny/,https://cdn.notinoimg.com/list_2k//oral-b/8001090247544_01-o__221031.jpg
Total Original,Colgate,188.0,0,https://www.notino.cz/colgate/total-original-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8590232001149_01-o__230301.jpg
Complete Protection Extra Fresh,Parodontax,188.0,0,https://www.notino.cz/parodontax/complete-protection-extra-fresh-zubni-pasta-s-fluoridem-pro-zdrave-zuby-a-dasne/,https://cdn.notinoimg.com/list_2k//parodontax/5054563040596_01-o__180504.jpg
Crystal Combo Pack,Swissdent,111.0,0,https://www.notino.cz/swissdent/crystal-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//swissdent/7640126890050_01-o__220829.jpg
Daily White,Signal,148.0,0,https://www.notino.cz/signal/daily-white-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//signal/sigdlwu_ktps20__150511.jpg
Baby,Ziaja,150.0,0,https://www.notino.cz/ziaja/baby-zubni-gel-pro-deti-s-fluoridem/,https://cdn.notinoimg.com/list_2k//ziaja/5901887027775-o__160503.jpg
Beauty,Perl Weiss,150.0,0,https://www.notino.cz/perl-weiss/beauty-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//perl_weiss/4008890009413_01__240111.jpg
Natural,Jack N’ Jill,133.0,-20.0,https://www.notino.cz/jack-n-jill/natural-prirodni-zubni-pasta-pro-deti-bez-prichute/,https://cdn.notinoimg.com/list_2k//jack-n-jill/9312657008027_01-o__230602.jpg
White Detox Coconut,BlanX,266.0,-15.0,https://www.notino.cz/blanx/white-detox-coconut-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blanx/8017331071540_01-o__210205.jpg
Expert Black Orange Whitening,Ecodenta,83.0,-15.0,https://www.notino.cz/ecodenta/expert-black-orange-whitening-cerna-belici-zubni-pasta-bez-fluoridu/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001003367_01-o__210105.jpg
Oral Care Set,Barbie,110.67,-15.0,https://www.notino.cz/barbie/oral-care-set-sada-zubni-pecepro-deti/,https://cdn.notinoimg.com/list_2k//barbie/8029241131450_01__220627.jpg
Aktiv Herbal,Lacalut,88.0,-15.0,https://www.notino.cz/lacalut/aktiv-herbal-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//lacalut/lclahew_ktps10_01__140207.jpg
Dental Care,Sea of Spa,88.0,-15.0,https://www.notino.cz/sea-of-spa/dental-care-zubni-pasta-s-mineraly-z-mrtveho-more/,https://cdn.notinoimg.com/list_2k//sea-of-spa/sosdcau_ktps10_01__140724.jpg
Fluoride,Parodontax,105.0,-20.0,https://www.notino.cz/parodontax/fluoride-zubni-pasta-proti-krvaceni-dasni/,https://cdn.notinoimg.com/list_2k//parodontax/4047400393048_01-o__221027.jpg
Little Siberica BIO,Natura Siberica,105.0,-15.0,https://www.notino.cz/natura-siberica/little-siberica-bio-prirodni-zubni-pasta-pro-deti-s-malinovou-prichuti/,https://cdn.notinoimg.com/list_2k//natura-siberica/4743318147857_01-o__210401.jpg
Natural Toothpaste Charcoal,The Humble Co.,82.0,-20.0,https://www.notino.cz/humble/natural-toothpaste-charcoal-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//humble/7350075693212_01-o__210816.jpg
Extra White & Fresh,Blend-a-med,109.33,-15.0,https://www.notino.cz/blend-a-med/extra-white-fresh-osvezujici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540391525_01-o__220816.jpg
Tutti Frutti,Brush Baby,166.0,-15.0,https://www.notino.cz/brush-baby/tutti-frutti-detska-zubni-pasta-od-36-mesice/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178100143_01-o__230613.jpg
Teeth,NUK,166.0,0,https://www.notino.cz/nuk/teeth-sada-zubni-pecepro-deti/,https://cdn.notinoimg.com/list_2k//nuk/4008600215769_01__210818.jpg
Organic Kids Certified Organic Juicy Fruit,Ecodenta,103.0,0,https://www.notino.cz/ecodenta/organic-kids-certified-organic-juicy-fruit-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001001400_01-o__211110.jpg
Dental Care,Weleda,137.33,0,https://www.notino.cz/weleda/dental-care-zubni-gel/,https://cdn.notinoimg.com/list_2k//weleda/4001638086554_01-o__230809.jpg
Royal Tooth Serum,Soaphoria,86.0,0,https://www.notino.cz/soaphoria/royal-tooth-serum-dentalni-serum-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//soaphoria/8586017854178_01-o__240415.jpg
Glo Professional White,White Glo,143.33,0,https://www.notino.cz/white-glo/charcoal-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//white-glo/9319871002152_01-o__231109.jpg
Herbal Fresh,Parodontax,180.0,0,https://www.notino.cz/parodontax/herbal-fresh-zubni-pasta-proti-krvaceni-dasni-764934/,https://cdn.notinoimg.com/list_2k//parodontax/5054563066138_01-o__200109.jpg
Total Whitening,Colgate,360.0,0,https://www.notino.cz/colgate/total-whitening-belici-zubni-pasta-584257/,https://cdn.notinoimg.com/list_2k//colgate/8718951226807_01-o__221125.jpg
Nourish Healthy White,Sensodyne,44.0,0,https://www.notino.cz/sensodyne/nourish-healthy-white-bioaktivni-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563120175_01-o__220601.jpg
Caries Protection Complete Care,Elmex,58.67,0,https://www.notino.cz/elmex/caries-protection-complete-care-osvezujici-zubni-pasta-pro-kompletni-ochranu-zubu-6652865/,https://cdn.notinoimg.com/list_2k//elmex/8718951516014_02-o__220929.jpg
Max White Luminous,Colgate,114.0,0,https://www.notino.cz/colgate/max-white-luminous-zubni-pasta-pro-zarive-bile-zuby/,https://cdn.notinoimg.com/list_2k//colgate/8714789867274_01-o__221128.jpg
Max White One,Colgate,228.0,0,https://www.notino.cz/colgate/max-white-one-classic-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8714789881188_01-o__221128.jpg
Max White Purple Reveal,Colgate,165.0,0,https://www.notino.cz/colgate/max-white-purple-reveal-osvezujici-zubni-pasta-6843139/,https://cdn.notinoimg.com/list_2k//colgate/8718951540033_01-o__230130.jpg
Biocare Natural Whitening and Regenerating,Swissdent,165.0,0,https://www.notino.cz/swissdent/biocare-regeneracni-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//swissdent/2800018278075_01-o__200824.jpg
Advanced White,Colgate,46.0,-20.0,https://www.notino.cz/colgate/advanced-white-belici-pasta-proti-skvrnam-na-zubni-sklovine/,https://cdn.notinoimg.com/list_2k//colgate/8718951312173_01-o__240229.jpg
Natural White,Sensodyne,61.33,-15.0,https://www.notino.cz/sensodyne/natural-white-prirodni-zubni-pasta-s-fluoridem-5023268/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563121226_01-o__220601.jpg
Complete Care,Meridol,131.0,-15.0,https://www.notino.cz/meridol/complete-care-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//meridol/8718951478527_01-o__230807.jpg
Micro-Granules,Signal,174.67,-15.0,https://www.notino.cz/signal/micro-granules-zubni-pasta/,https://cdn.notinoimg.com/list_2k//signal/sigmrcu_ktps10__150511.jpg
Hemp Seed Oil,White Glo,146.0,-15.0,https://www.notino.cz/white-glo/hemp-seed-oil-belici-zubni-pasta-s-kartackem/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001711_01-o__211129.jpg
Deep Fresh,Signal,194.67,-15.0,https://www.notino.cz/signal/deep-fresh-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//signal/8717163093481_01-o__230306.jpg
Enzycal Zero,Curaprox,72.0,-20.0,https://www.notino.cz/curaprox/enzycal-zero-zubni-pasta/,https://cdn.notinoimg.com/list_2k//curaprox/7612412422849_01-o__150224.jpg
Meswak,Eva,96.0,-15.0,https://www.notino.cz/eva/meswak-belici-zubni-pudr-3-v-1/,https://cdn.notinoimg.com/list_2k//eva/6223001385370_01-o__211115.jpg
Green Brilliant Whitening,Ecodenta,148.0,-15.0,https://www.notino.cz/ecodenta/green-brilliant-whitening-belici-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001333808_01-o__170112.jpg
Daycare Protection Booster Herbal,Curasept,98.67,0,https://www.notino.cz/curasept/daycare-protection-booster-herbal-gelova-zubni-pasta/,https://cdn.notinoimg.com/list_2k//curasept/8056746073299_01-o__230511.jpg
Herbal Toothpaste Passionfruit,Herbadent,58.0,0,https://www.notino.cz/herbadent/herbal-toothpaste-passionfruit-bylinna-zubni-pasta/,https://cdn.notinoimg.com/list_2k//herbadent/8594021372311_01-o__230131.jpg
Max Clean Mineral Scrub,Colgate,77.33,0,https://www.notino.cz/colgate/max-clean-mineral-scrub-gelova-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//colgate/8718951327085_01-o__200602.jpg
Sensitive CBD,Ecodenta,142.0,0,https://www.notino.cz/ecodenta/sensitive-cbd-bioaktivni-zubni-pasta-s-cbd/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001005811_01-o__230105.jpg
Pronamel Whitening,Sensodyne,189.33,0,https://www.notino.cz/sensodyne/pronamel-whitening-belici-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//sensodyne/5999518582021_01-o__230315.jpg
Mickey Toothpaste,Disney,100.0,0,https://www.notino.cz/disney/mickey-toothpaste-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//disney/8056234640361_01-o__231108.jpg
Black,BlanX,333.33,0,https://www.notino.cz/blanx/black-belici-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//blanx/8017331053386_01-o__210211.jpg
Always Smiling 12m+,Chicco,102.0,0,https://www.notino.cz/chicco/always-smiling-12m-sada-zubni-pece-bluepro-deti/,https://cdn.notinoimg.com/list_2k//chicco/8058664022663_01__220712.jpg
Advanced Senitivity,Biorepair,102.0,0,https://www.notino.cz/biorepair/advanced-senitivity-zubni-pasta-pro-citlive-zuby-pro-ochranu-zubu-a-dasni/,https://cdn.notinoimg.com/list_2k//biorepair/8017331077849_01-o__230906.jpg
Toothpaste Good On Ya,HAAN,170.0,0,https://www.notino.cz/haan/toothpaste-good-on-ya-zubni-pasta-s-fluoridem-plnitelna/,https://cdn.notinoimg.com/list_2k//haan/5060669781066_01-o__230515.jpg
Max White White Crystals,Colgate,226.67,0,https://www.notino.cz/colgate/max-white-white-crystals-belici-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//colgate/8718951312845_01-o__200403.jpg
Dental Care,Sylveco,153.0,0,https://www.notino.cz/sylveco/dental-care-prirodni-zubni-pasta-bez-fluoridu/,https://cdn.notinoimg.com/list_2k//sylveco/5902249010688_01__170731.jpg
Kids,Elgydium,204.0,0,https://www.notino.cz/elgydium/kids-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//elgydium/3577056022012_01-o__230712.jpg
Oral Care Toothpaste,Chicco,52.0,0,https://www.notino.cz/chicco/oral-care-zubni-pasta-pro-deti-12-m/,https://cdn.notinoimg.com/list_2k//chicco/cicorad_ktps10_01__150803.jpg
Travel Kit,Minions,69.33,0,https://www.notino.cz/minions/travel-kit-sada-zubni-pece-3ypro-deti/,https://cdn.notinoimg.com/list_2k//minions/8032979437992_01-o__220902.jpg
Whitening,Opalescence,85.0,-15.0,https://www.notino.cz/opalescence/original-formula-belici-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//opalescence/883205029492_01-o__160127.jpg
Extreme Whitening,Swissdent,97.0,-15.0,https://www.notino.cz/swissdent/extreme-zubni-pasta/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190037_01-o__121205.jpg
Original White,G.U.M,315.0,-15.0,https://www.notino.cz/gum/original-white-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//gum/gumorwu_ktps10__131106.jpg
Natural,Jack N’ Jill,29.0,-15.0,https://www.notino.cz/jack-n-jill/natural-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//jack-n-jill/9312657009017_01-o__230602.jpg
Mintperfekt Activ,Ziaja,38.67,-15.0,https://www.notino.cz/ziaja/mintperfekt-activ-remineralizujici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//ziaja/5901887039921-o__170327.jpg
Natural Siberian 7 Northern Herbs,Natura Siberica,86.0,-15.0,https://www.notino.cz/natura-siberica/natura-siberica-natural-siberian-7-northern-herbs-zubni-pasta-proti-krvaceni-dasni/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174437531_01-o__190709.jpg
Kids 0-6,Biorepair,172.0,0,https://www.notino.cz/biorepair/junior-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//biorepair/8017331069202_01-o__210205.jpg
Professional Choice,White Glo,96.0,0,https://www.notino.cz/white-glo/professional-choice-belici-zubni-pasta-na-cesty/,https://cdn.notinoimg.com/list_2k//white-glo/9319871000189_01-o__210524.jpg
Tooth Mousse,GC,128.0,0,https://www.notino.cz/gc/tooth-mousse-tutti-frutti-remineralizacni-ochranny-krem-pro-citlive-zuby-bez-fluoridu/,https://cdn.notinoimg.com/list_2k//gc/2800011949248_01-o__160324.jpg
Natural Siberian Siberian Pearl,Natura Siberica,134.0,0,https://www.notino.cz/natura-siberica/natural-siberian-siberian-pearl-belici-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174437548_01-o__190611.jpg
Caries Protection,Elmex,270.0,0,https://www.notino.cz/elmex/caries-protection-zubni-pasta-chranici-pred-zubnim-kazem-s-fluoridem-73186/,https://cdn.notinoimg.com/list_2k//elmex/4007965560002_11-o__140311.jpg
Whitening Mint,Marvis,49.0,0,https://www.notino.cz/marvis/whitening-mint-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//marvis/8004395111718_01-o__171120.jpg
Junior 6-12 Years,Elmex,65.33,0,https://www.notino.cz/elmex/junior-6-12-years-zubni-pasta-pro-deti-73188/,https://cdn.notinoimg.com/list_2k//elmex/9003096004991_01-o__140313.jpg
Whitening,MEDIBLANC,90.0,0,https://www.notino.cz/mediblanc/whitening-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//mediblanc/3760275386502-o__221107.jpg
Sensitive Whitening,Elmex,90.0,0,https://www.notino.cz/elmex/sensitive-whitening-pasta-pro-prirozene-bile-zuby-73519/,https://cdn.notinoimg.com/list_2k//elmex/8714789899299_01-o__140528.jpg
Dental Care,Weleda,67.0,0,https://www.notino.cz/weleda/dental-care-detsky-zubni-gel/,https://cdn.notinoimg.com/list_2k//weleda/4001638081863_01-o__121109.jpg
Expert Black Whitening,Ecodenta,134.0,0,https://www.notino.cz/ecodenta/extra-cerna-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001336991_01-o__160825.jpg
Gum Protection,Meridol,18.0,0,https://www.notino.cz/meridol/meridol-zubni-pasta-proti-krvaceni-dasni/,https://cdn.notinoimg.com/list_2k//meridol/8718951459885_01-o__220524.jpg
Be You,Curaprox,75.0,0,https://www.notino.cz/curaprox/be-you-rising-star-regeneracni-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//curaprox/7612412429503_01-o__220225.jpg
Professional Medical Herbs,Splat,494.0,0,https://www.notino.cz/splat/professional-medical-herbs-bioaktivni-zubni-pasta-pro-ochranu-zubu-a-dasni/,https://cdn.notinoimg.com/list_2k//splat/7640168930097_01-o__220908.jpg
White Now Men Super Pure,Signal,1580.0,0,https://www.notino.cz/signal/white-now-men-super-pure-zubni-pasta-pro-muze-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//signal/8710908135835_01-o__230216.jpg
Total Detox,Colgate,82.0,-15.0,https://www.notino.cz/colgate/total-detox-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951480070_01-o__220524.jpg
Aligner,Curaprox,109.33,-15.0,https://www.notino.cz/curaprox/aligner-vyzivujici-ochranna-pena/,https://cdn.notinoimg.com/list_2k//curaprox/7612412431353_01-o__240411.jpg
Total Charcoal,Colgate,607.0,-20.0,https://www.notino.cz/colgate/total-charcoal-belici-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//colgate/6920354829406_01-o__221125.jpg
Spiderman Toothpaste,Marvel,1517.5,-15.0,https://www.notino.cz/marvel/spiderman-toothpaste-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//marvel/8032979436971_01__220725.jpg
ADS DNA 705,Curasept,71.0,-15.0,https://www.notino.cz/curasept/ads-dna-705-gelova-zubni-pasta/,https://cdn.notinoimg.com/list_2k//curasept/8056746073503_01-o__240503.jpg
Family Complex,WOOM,94.67,-15.0,https://www.notino.cz/woom/family-complex-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woom/8420075180360_01-o__220830.jpg
White+ Toothpaste,WOOM,72.0,-15.0,https://www.notino.cz/woom/white-toothpaste-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woom/8420075180315_01-o__220629.jpg
KIDS Raspberry,MEDIBLANC,96.0,-15.0,https://www.notino.cz/mediblanc/kids-rapsberry-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//mediblanc/8059300533123_01-o__220114.jpg
Kids,Lavera,159.0,-15.0,https://www.notino.cz/lavera/volume-strength-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//lavera/4021457629220_01-o__191002.jpg
Intensive Stain Removal,BlanX,212.0,-15.0,https://www.notino.cz/blanx/intensive-stain-removal-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blanx/8006320054763_01-o__180221.jpg
Travel Kit,White Glo,87.0,0,https://www.notino.cz/white-glo/travel-kit-cestovni-sada-bluena-zuby/,https://cdn.notinoimg.com/list_2k//white-glo/9319871000356_01-o__220624.jpg
Daycare Protection Booster Fruit Sensation,Curasept,116.0,0,https://www.notino.cz/curasept/daycare-protection-booster-fruit-sensation-gelova-zubni-pasta/,https://cdn.notinoimg.com/list_2k//curasept/8056746073305_01-o__230511.jpg
Crystal Travel Tube,Swissdent,142.0,0,https://www.notino.cz/swissdent/crystal-travel-tube-remineralizacni-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190716_01-o__221027.jpg
Colour Surprise,Ecodenta,189.33,0,https://www.notino.cz/ecodenta/expert-black-whitening-zubni-pasta-pro-deti-proti-zubnimu-kazu/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001002490_01-o__210809.jpg
Max White Ultra Active Foam,Colgate,175.0,0,https://www.notino.cz/colgate/max-white-ultra-active-foam-belici-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951504752_01-o__240229.jpg
Boys,Pink Elephant,350.0,0,https://www.notino.cz/pink-elephant/boys-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//pink_elephant/8588006040906_01__230116.jpg
Brush Teeth Tablets Kids without Fluoride,Denttabs,149.0,0,https://www.notino.cz/denttabs/brush-teeth-tablets-kids-without-fluoride-zubni-pasta-bez-fluoridu-v-tabletach/,https://cdn.notinoimg.com/list_2k//denttabs/4260066813433_01-o__231115.jpg
Up White Supreme Whitening,Perl Weiss,198.67,0,https://www.notino.cz/perl-weiss/up-white-supreme-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//perl_weiss/4008890009482_01__240304.jpg
Supreme,iWhite,133.0,0,https://www.notino.cz/iwhite/supreme-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//iwhite/5425012534674_01-o__210823.jpg
Junior Bubblegum,WOOM,177.33,0,https://www.notino.cz/woom/junior-bubblegum-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woom/4751033920112_01-o__220629.jpg
Sensitive+ Toothpaste,WOOM,84.0,0,https://www.notino.cz/woom/sensitive-toothpaste-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//woom/4751033920235_01-o__220629.jpg
Original,Truthpaste,84.0,0,https://www.notino.cz/truthpaste/original-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080005_01-o__231127.jpg
Family Sensitive,WOOM,170.0,0,https://www.notino.cz/woom/family-sensitive-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//woom/8420075180377_01-o__220830.jpg
Biocare Combo Pack,Swissdent,226.67,0,https://www.notino.cz/swissdent/biocare-combo-pack-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//swissdent/7640126890067_01-o__220829.jpg
Certified Organic Sensitivity Relief,Ecodenta,98.0,-20.0,https://www.notino.cz/ecodenta/certified-organic-sensitivity-relief-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001002179_01__220606.jpg
